False
10
0
15,45
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,18,3,3,10,10,3,3,3,3,23,0,0,0,23,3,3,3,3,4,4,8,3,3,3,3,4,0,0,0,0,0,0,0,0,0,4,3,3,10,3,3,3,18,5
5,3,10,3,3,10,3,3,3,3,4,18,18,18,4,3,3,3,3,21,0,3,3,3,3,3,4,0,0,0,0,15,0,0,0,0,4,3,10,10,10,3,10,10,5
5,10,3,10,3,10,3,3,3,3,4,15,18,18,4,3,3,3,3,4,4,0,3,3,3,3,4,0,0,0,0,0,0,0,0,0,4,3,3,3,3,10,3,10,5
5,3,3,3,10,10,10,3,4,22,4,4,4,4,4,3,3,3,3,4,5,0,3,3,3,3,4,0,0,0,0,0,0,0,0,0,4,3,3,10,3,3,3,3,5
5,3,10,3,3,10,3,3,4,0,0,0,0,3,4,3,3,3,3,4,5,0,3,3,3,3,4,0,0,0,0,0,0,0,0,0,4,3,10,3,3,3,10,3,5
5,10,3,3,3,10,3,3,4,4,4,4,0,4,4,3,3,3,3,4,5,0,3,0,10,3,4,0,0,0,0,0,0,0,0,0,4,3,3,3,10,10,3,10,5
5,3,3,3,10,3,10,3,4,0,15,4,0,0,4,3,3,3,3,4,5,0,4,0,4,3,4,0,0,0,0,0,0,0,0,0,4,3,10,3,3,10,3,10,5
5,3,10,3,3,3,10,3,4,0,4,4,0,0,21,0,4,4,3,4,5,3,4,4,18,18,4,0,0,0,0,0,0,0,0,0,4,3,10,10,3,3,3,3,5
5,3,10,3,10,3,10,3,4,0,0,0,0,4,4,4,18,3,3,4,5,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,3,3,3,3,10,3,3,5
5,3,3,10,3,3,4,22,4,4,4,4,4,4,4,4,4,4,20,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,10,3,3,3,10,5
5,3,3,3,10,3,4,0,0,0,0,0,0,0,10,18,0,15,0,4,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,10,3,5
5,10,3,10,3,3,4,0,4,0,0,4,0,4,4,4,4,4,0,4,5,15,15,15,4,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,3,10,3,3,5
5,2,1,10,3,3,4,0,0,0,0,0,0,0,0,18,0,0,0,4,5,15,15,15,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,7,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
