False
7
27
15,20
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,7,3,3,4,3,3,3,4,10,10,0,4,3,3,3,3,3,3,5
5,3,3,3,0,0,0,0,0,10,3,0,23,3,18,3,3,0,3,5
5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,4,5
5,0,0,0,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,5
5,3,4,22,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,5
5,18,3,0,4,4,3,3,3,10,3,3,4,3,3,3,3,3,3,5
5,4,4,4,4,4,10,3,3,10,3,1,4,3,3,3,3,3,3,5
5,4,18,4,18,4,4,4,4,4,4,4,4,3,3,10,4,3,3,5
5,4,3,4,3,4,0,0,0,0,0,0,10,3,4,10,4,3,3,5
5,4,3,4,10,4,0,0,4,4,4,4,4,3,4,4,4,3,4,5
5,4,3,4,3,4,0,0,4,3,3,3,3,3,4,3,10,3,3,5
5,4,0,4,0,4,4,0,4,18,10,3,3,4,4,3,10,3,3,5
5,0,0,0,0,10,0,0,4,3,18,10,3,3,4,18,10,3,3,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
