False
31
0
15,25
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,3,18,3,3,3,3,4,0,0,0,0,0,0,0,0,10,3,10,3,3,3,3,3,5
5,3,3,3,3,4,4,4,3,3,0,0,0,0,0,0,3,3,10,10,3,3,3,3,5
5,3,3,3,3,3,3,4,4,4,4,4,4,0,0,4,4,4,4,10,10,3,3,18,5
5,4,3,3,14,10,3,3,0,0,0,2,0,0,0,0,0,0,4,4,4,4,4,4,5
5,4,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,4,3,3,3,3,3,5
5,4,3,3,3,8,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,10,5
5,4,3,4,3,4,4,4,4,4,0,4,4,4,0,4,4,0,3,3,10,10,10,10,5
5,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,10,10,5
5,3,3,3,8,3,3,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,18,18,5
5,3,3,3,3,3,8,4,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5
5,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,5
5,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,5
5,3,3,3,18,18,18,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,7,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
