True
0
0
15,25
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,3,3,3,3,3,4,3,3,3,3,10,3,3,5,3,3,3,3,3,3,3,3,3,5
5,3,8,3,3,3,4,3,3,3,5,10,5,3,5,3,3,3,3,3,3,3,10,3,5
5,3,3,3,3,3,4,3,3,3,5,10,5,3,5,8,8,3,3,3,3,3,10,3,5
5,3,3,3,3,3,4,3,3,3,5,10,5,3,5,18,18,18,3,3,3,3,10,3,5
5,3,1,2,3,3,4,3,3,3,5,10,5,3,5,5,5,5,5,5,5,5,5,3,5
5,4,4,4,4,4,4,3,3,3,5,10,5,3,5,0,0,0,0,0,0,0,0,0,5
5,4,4,4,4,4,4,3,3,3,5,10,5,3,5,0,0,0,0,0,0,0,0,4,5
5,8,3,3,3,3,10,3,3,3,5,10,5,3,5,0,0,0,0,0,0,0,4,0,5
5,18,3,3,3,3,10,3,3,3,5,10,5,3,5,0,3,0,0,0,0,0,0,0,5
5,18,3,3,3,3,10,3,3,3,5,10,5,3,5,3,4,4,10,4,4,4,4,3,5
5,4,4,4,4,4,4,3,3,3,5,10,5,3,5,3,4,3,3,3,3,3,3,3,5
5,3,3,10,3,18,4,3,3,3,5,10,5,0,5,3,4,0,0,5,5,5,5,5,5
5,3,3,10,18,3,4,3,3,3,0,10,0,0,3,3,4,0,0,0,0,0,0,7,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
